Intitulé du poste,Date de publication,lieu,competences,Nom de la société,Type de contrat,Salaire minimum,Salaire maximum,origine
data analyst,2022-12-22,,"python, sql, test, hadoop, git, bases de données, réseaux sociaux, réseaux, unix, web, unix",groupe m6,nan,,,tarik
data scientist,2023-01-03,paris,"python, outils, communication, git, tableau",nan,cdi,,,tarik
data analyst,2022-12-22,lisses,"communication, business intelligence, support, power bi, sécurité",nan,cdi,,,tarik
data miner ,2023-01-04,courbevoie,"big data, outils, excel",nan,cdi,,,tarik
data scientist,2022-12-21,montigny le bretonneux,"python, agile, intelligence artificielle, marketing, cloud, c++, linux, devops, sécurité",nan,cdi,,,tarik
data scientist,2022-12-21,montigny le bretonneux,"python, agile, outils, hadoop, marketing, cloud, c++, linux, spark",nan,cdi,,,tarik
snowflake data architect  ,2022-12-26,antony,"sql, outils, nosql, machine learning, git, bases de données, tableau, talend, etl",nan,cdi,,,tarik
data scientist,2022-12-27,paris  dept,"big data, outils, marketing, machine learning, web, cloud",openclassrooms,cdi,,,tarik
data analyst,2022-12-20,courbevoie,"python, sql, outils, data management, business intelligence, git, web, tableau, excel",dalkia recrutement,cdi,,,tarik
manager,2022-12-18,paris,"sql, communication, support, power bi, tableau, moa, excel, salesforce, etl",transitions pro île-de-france,cdi,,,tarik
manager,2022-12-18,paris,"sql, communication, support, power bi, tableau, moa, excel, salesforce, etl",transitions pro île-de-france,intérim,,,tarik
data scientist,2022-12-16,magny les hameaux,"python, sql, nosql, machine learning, git, excel, nlp",nan,cdi,,,tarik
data engineer,2022-12-15,paris,"agile, communication, git, support, sécurité, etl",iliad,cdi,,,tarik
data scientist,2022-12-15,paris,"python, agile, communication, business intelligence, machine learning, réseaux, excel, data quality",iliad,cdi,,,tarik
data engineer,2022-12-15,paris,"agile, communication, git, support, sécurité, etl",iliad,cdi,,,tarik
data scientist,2022-12-15,paris,"python, agile, communication, business intelligence, machine learning, réseaux, excel, data quality",iliad,cdd,,,tarik
data engineer,2022-12-15,paris,"python, agile, big data, outils, communication, support, cloud, linux, sécurité, etl",iliad,cdi,,,tarik
développeur  développeuse big data ,2022-12-15,val de marne,"python, agile, test, big data, validation, support, java, scala, web, cloud, c#",société générale,cdi,,,tarik
data analyst,2023-01-12,lisses,"sql, communication, business intelligence, support, power bi, sql server, oracle, ios, talend",martin brower,cdd,,,tarik
manager,2023-01-14,paris,"python, sql, outils, marketing, tableau",nan,cdi,,,tarik
manager,2023-01-14,paris,"python, agile, big data, hadoop, saas, git, sécurité, etl, spark",nan,cdi,,,tarik
data scientist,2023-01-07,levallois perret,"python, sql, outils, machine learning, bases de données, linux, excel, ios, tensorflow, keras",nan,cdi,,,tarik
data scientist,2022-12-16,st cloud,"python, sql, agile, big data, outils, spark",nan,cdi,,,tarik
manager,2022-12-12,ile de france,"big data, outils, communication, marketing, data management, git",nan,cdi,,,tarik
data engineer,2023-01-11,neuilly sur seine,"python, sql, big data, outils, data management, git, scala, cloud, sécurité",jcdecaux,cdd,,,tarik
data scientist,2022-12-28,paris,"test, support, data quality",nan,cdi,,,tarik
chef de projet,2022-12-09,massy,"sql, test, bases de données, serveur, tableau, salesforce, etl",izi confort,cdi,,,tarik
data analyst,2022-12-10,paris,"python, outils, communication, marketing, java, javascript, vba, excel",talentis horizon,cdi,,,tarik
data engineer,2023-01-09,paris,"python, agile, sas",sas k-lagan france,intérim,,,tarik
data ops sénior ,2022-12-06,paris,"python, agile, big data, outils, communication, intelligence artificielle, machine learning, git, scala, web, cloud, moe, moa, devops, sécurité, etl, nlp",trimane,cdi,,,tarik
data ops sénior ,2022-12-06,paris,"python, agile, big data, outils, communication, intelligence artificielle, machine learning, git, scala, web, cloud, moe, moa, devops, sécurité, etl, nlp",trimane,cdi,,,tarik
data architect ,2022-12-06,paris,"python, sql, agile, big data, outils, nosql, data management, machine learning, git, bases de données, java, scala, web, oracle, cloud, qlik, tableau, moe, moa, sécurité, etl, spark, nlp",trimane,cdi,,,tarik
développeur  développeuse big data ,2022-12-10,val de marne,"python, agile, test, big data, validation, support, java, scala, web, cloud, c#",société générale,cdi,,,tarik
data scientist,2023-01-03,paris,"python, machine learning, git, nlp, keras",expectra,cdi,,,tarik
responsable,2022-12-04,rueil malmaison,"data management, sas, tableau",nan,cdi,,,tarik
chef de projet,2022-12-04,nanterre,"agile, outils, intelligence artificielle, data management, git, moa",nan,cdi,,,tarik
data miner ,2023-01-02,la courneuve,"test, excel",nan,cdi,,,tarik
data analyst,2022-12-01,clichy,"sql, outils, marketing, support, power bi, mysql, postgresql, tableau, ios, etl",dstny - clichy,cdi,,,tarik
data analyst,2022-12-31,melun,"sql, test, outils, communication, git, bases de données, support, tableau",nan,cdi,,,tarik
manager,2022-12-28,clichy,,nan,cdd,,,tarik
data analyst,2023-01-26,boulogne billancourt,"python, agile, outils, marketing, git, bases de données, sas, web, tableau, excel",nan,cdi,,,tarik
responsable,2022-11-29,asnieres sur seine,"outils, data management",groupe fed,cdi,,,tarik
data analyst,2022-11-28,boulogne billancourt,"python, test, outils, marketing, data management, sas",nan,cdi,,,tarik
data scientist,2022-12-19,montereau sur le jard,"python, outils, bases de données, support, spark, keras",nan,cdi,,,tarik
manager,2022-12-29,colombes,"outils, power bi, sécurité",nan,cdd,,,tarik
data scientist,2023-01-05,magny les hameaux,"python, sql, intelligence artificielle, nosql, machine learning, git, excel",nan,cdi,,,tarik
data scientist,2023-01-05,evry courcouronnes,"test, outils, communication, marketing, git, support, sap, power bi, excel, crm",nan,cdd,,,tarik
responsable,2022-12-31,moissy cramayel,"python, outils, data management, support, power bi, ios",nan,profession libérale,,,tarik
manager,2023-01-04,,marketing,nan,nan,,,tarik
manager,2023-01-21,puteaux,"agile, test, big data, outils, scrum, scala, spark",nan,cdd,,,tarik
manager,2023-01-21,puteaux,"agile, test, big data, outils, scrum, scala, spark",nan,cdd,,,tarik
développeur big data ,2022-11-26,fontenay sous bois,"python, agile, test, big data, validation, support, java, scala, web, cloud, c#",nan,cdi,,,tarik
manager,2023-01-21,paris,"python, sql, acquisition, nlp",nan,cdd,,,tarik
manager,2023-01-24,boulogne billancourt,"outils, marketing, scala, spark",nan,cdd,,,tarik
data protection officer,2022-12-29,neuilly sur seine,"outils, communication, git, excel",nan,cdi,,,tarik
data scientist,2023-01-24,melun,"python, outils, bases de données, support, spark, keras",nan,cdi,,,tarik
pilote opérations infrastructures data center  ,2023-01-24,malakoff,git,nan,cdi,,,tarik
data analyst,2023-01-11,lisses,"sql, agile, test, recette, communication, support, excel",martin brower,cdd,,,tarik
responsable,2023-01-21,malakoff,"communication, git, serveur, sécurité, excel, ios",nan,cdi,,,tarik
data scientist,2022-11-21,maisons alfort,"python, communication, intelligence artificielle, machine learning, git, bases de données, sap, excel",nan,cdi,,,tarik
data analyst,2023-01-07,paris,"outils, saas, sécurité",nan,cdi,,,tarik
data engineer,2022-11-17,meudon,"python, big data, machine learning, java, réseaux, scala, tableau, spark, tensorflow",nan,cdi,,,tarik
chef de projet,2022-11-17,meudon,"recette, marketing, support, réseaux, sécurité",nan,cdi,,,tarik
data designer it,2022-11-17,fontenay sous bois,"big data, outils, data management, business intelligence, git, support, c#, spark",nan,cdi,,,tarik
service officer master data ,2022-11-17,,"agile, test, excel",nan,nan,,,tarik
data analyst,2023-01-12,courbevoie,"sql, big data, outils, communication, data management, git, support, excel",nan,cdi,,,tarik
data engineer,2023-01-12,moissy cramayel,"python, outils, data management, machine learning, bases de données, support, sap, power bi, ios",nan,cdi,,,tarik
data scientist,2022-12-30,paris,"python, agile, test, machine learning, git, cloud, tableau, nlp, keras",nan,cdi,,,tarik
consultant,2022-11-09,paris,"python, agile, outils, sas, excel",optimind,cdi,,,tarik
chef  cheffe de projet data    cenpac ,2023-01-24,roissy en france,"sql, marketing, sas, power bi, tableau, excel, ios",cenpac,cdi,,,tarik
chef  cheffe de projet data    cenpac ,2023-01-24,roissy en france,"sql, marketing, sas, power bi, tableau, excel, ios",cenpac,cdi,,,tarik
data analyst,2023-01-07,plaisir,"outils, validation, support, tableau, moa",nan,cdi,,,tarik
data scientist,2023-01-05,clichy,"python, sql, big data, outils, marketing, machine learning, git, tableau",nan,cdi,,,tarik
manager,2023-01-24,paris,"python, sql, big data, hadoop, saas, acquisition, cloud, ios, spark",nan,cdi,,,tarik
data analyst,2022-12-31,plaisir,"outils, validation, git, support, tableau, moa",nan,cdi,,,tarik
data scientist,2022-12-31,plaisir,"git, support, cloud, etl",nan,cdi,,,tarik
manager,2023-01-10,colombes,"outils, communication, git, power bi, sécurité",nan,cdi,,,tarik
data engineer,2022-11-18,hauts de seine,"agile, test, outils, devops",dalkia recrutement,profession libérale,,,tarik
manager,2023-01-17,ile de france,"outils, marketing, git, salesforce",nan,cdi,,,tarik
manager,2022-12-26,paris,"test, machine learning, sécurité, excel, ios",nan,intérim,,,tarik
data scientist,2022-12-26,courbevoie,"python, sql, agile, machine learning, bases de données, support, devops, spark, nlp",nan,cdd,,,tarik
consultant,2023-01-04,st cloud,"test, communication, validation, git, ios",kapela,cdi,,,tarik
manager,2023-01-07,paris,"sql, outils, hadoop, support, scala, web, cloud, sécurité, crm, spark",nan,cdi,,,tarik
data product owner    informatique de gestion ,2023-01-25,neuilly sur seine,"agile, git, support, cloud",jcdecaux,cdi,,,tarik
datascientist  conformite et controle interne  ,2022-11-12,paris,"machine learning, support, sas, moa, sécurité",pôle emploi - direction generale pe,cdi,,,tarik
manager,2023-01-02,boulogne billancourt,"communication, marketing, data management, web, tableau",nan,cdi,,,tarik
cheffe de projet  programme data  intelligence artificielle  ,2023-01-04,magny les hameaux,"communication, intelligence artificielle, support",nan,cdi,,,tarik
data scientist,2022-12-22,val d oise,"outils, communication, intelligence artificielle, c++",nan,cdi,,,tarik
data scientist,2023-01-21,magny les hameaux,"python, sql, nosql, machine learning, git, support, tableau",nan,cdi,,,tarik
data scientist,2023-01-21,magny les hameaux,"python, sql, intelligence artificielle, nosql, machine learning, git, excel",nan,cdi,,,tarik
data scientist,2023-01-21,magny les hameaux,"python, sql, intelligence artificielle, nosql, machine learning, git, excel",nan,cdi,,,tarik
pilote de projet digitalisation et data steward csc du center support clients  ,2023-01-12,melun,"git, support, tableau, excel",nan,intérim,,,tarik
manager,2023-01-12,plaisir,"agile, outils, data management, support",nan,cdi,,,tarik
manager,2023-01-07,paris,"python, sql, outils, machine learning",nan,cdi,,,tarik
data analyst,2023-01-24,melun,"outils, communication, support",nan,cdi,,,tarik
support client : data steward données continues et coût de transmission  ,2023-01-17,melun,"python, outils, communication, support, spark",nan,cdi,,,tarik
chef de projet,2023-01-24,magny les hameaux,"outils, communication, git, support, excel",nan,cdi,,,tarik
tech lead access management ,2023-01-25,fontenay sous bois,"agile, git, sécurité",nan,cdi,,,tarik
adjoint·e au délégué à la protection des données ,2023-01-21,,"communication, support",nan,nan,,,tarik
consultant,2023-01-18,bezons,"big data, git, cloud, sécurité, ios",atos,cdi,,,tarik
manager,2023-01-17,massy,"sql, outils, communication, réseaux, sap, ios",nan,cdi,,,tarik
manager,2023-01-17,paris,"agile, test, marketing, git, acquisition, seo",nan,cdi,,,tarik
manager,2023-01-17,paris,"data management, git",nan,cdi,,,tarik
consultant,2023-01-17,paris,"sql, sas, tableau, excel",product development employeneurship,cdd,45000.0,60000.0,tarik
manager,2023-01-14,rueil malmaison,"sql, outils, bases de données, mysql, postgresql, tableau",nan,cdi,,,tarik
responsable,2023-01-14,les ulis,"outils, communication, support, excel",lfb,cdd,,,tarik
assistant simplification et digitalisation marchandises  ,2023-01-12,massy,"git, excel",nan,cdi,,,tarik
business analyst,2023-01-16,paris,"outils, excel",globe groupe,cdi,,,tarik
études et prospectives socioéconomiques,2023-01-07,ivry sur seine,"python, sql, agile, machine learning, git, web, cloud, nlp",nan,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdd,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdd,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,intérim,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdd,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdd,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdd,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,,tarik
