Intitulé du poste,Date de publication,lieu,competences,Nom de la société,Type de contrat,Salaire minimum,Salaire maximum
data analyst,2023-01-12,lisses,"sql, communication, business intelligence, support, power bi, sql server, oracle, ios, talend",martin brower,cdd,,
manager,2023-01-14,paris,"python, sql, outils, marketing, tableau",nan,cdi,,
manager,2023-01-14,paris,"python, agile, big data, hadoop, saas, git, sécurité, etl, spark",nan,cdi,,
data scientist,2023-01-07,levallois perret,"python, sql, outils, machine learning, bases de données, linux, excel, ios, tensorflow, keras",nan,cdi,,
data scientist,2022-12-16,st cloud,"python, sql, agile, big data, outils, spark",nan,cdi,,
manager,2022-12-12,ile de france,"big data, outils, communication, marketing, data management, git",nan,cdi,,
data engineer,2023-01-11,neuilly sur seine,"python, sql, big data, outils, data management, git, scala, cloud, sécurité",jcdecaux,cdd,,
data scientist,2022-12-28,paris,"test, support, data quality",nan,cdi,,
chef de projet,2022-12-09,massy,"sql, test, bases de données, serveur, tableau, salesforce, etl",izi confort,cdi,,
data analyst,2022-12-10,paris,"python, outils, communication, marketing, java, javascript, vba, excel",talentis horizon,cdi,,
data engineer,2023-01-09,paris,"python, agile, sas",sas k-lagan france,intérim,,
data ops sénior ,2022-12-06,paris,"python, agile, big data, outils, communication, intelligence artificielle, machine learning, git, scala, web, cloud, moe, moa, devops, sécurité, etl, nlp",trimane,cdi,,
data ops sénior ,2022-12-06,paris,"python, agile, big data, outils, communication, intelligence artificielle, machine learning, git, scala, web, cloud, moe, moa, devops, sécurité, etl, nlp",trimane,cdi,,
data architect ,2022-12-06,paris,"python, sql, agile, big data, outils, nosql, data management, machine learning, git, bases de données, java, scala, web, oracle, cloud, qlik, tableau, moe, moa, sécurité, etl, spark, nlp",trimane,cdi,,
développeur  développeuse big data ,2022-12-10,val de marne,"python, agile, test, big data, validation, support, java, scala, web, cloud, c#",société générale,cdi,,
data scientist,2023-01-03,paris,"python, machine learning, git, nlp, keras",expectra,cdi,,
responsable,2022-12-04,rueil malmaison,"data management, sas, tableau",nan,cdi,,
chef de projet,2022-12-04,nanterre,"agile, outils, intelligence artificielle, data management, git, moa",nan,cdi,,
data miner ,2023-01-02,la courneuve,"test, excel",nan,cdi,,
data analyst,2022-12-01,clichy,"sql, outils, marketing, support, power bi, mysql, postgresql, tableau, ios, etl",dstny - clichy,cdi,,
data analyst,2022-12-31,melun,"sql, test, outils, communication, git, bases de données, support, tableau",nan,cdi,,
manager,2022-12-28,clichy,,nan,cdd,,
data analyst,2023-01-26,boulogne billancourt,"python, agile, outils, marketing, git, bases de données, sas, web, tableau, excel",nan,cdi,,
responsable,2022-11-29,asnieres sur seine,"outils, data management",groupe fed,cdi,,
data analyst,2022-11-28,boulogne billancourt,"python, test, outils, marketing, data management, sas",nan,cdi,,
data scientist,2022-12-19,montereau sur le jard,"python, outils, bases de données, support, spark, keras",nan,cdi,,
manager,2022-12-29,colombes,"outils, power bi, sécurité",nan,cdd,,
data scientist,2023-01-05,magny les hameaux,"python, sql, intelligence artificielle, nosql, machine learning, git, excel",nan,cdi,,
data scientist,2023-01-05,evry courcouronnes,"test, outils, communication, marketing, git, support, sap, power bi, excel, crm",nan,cdd,,
responsable,2022-12-31,moissy cramayel,"python, outils, data management, support, power bi, ios",nan,profession libérale,,
manager,2023-01-04,,marketing,nan,nan,,
manager,2023-01-21,puteaux,"agile, test, big data, outils, scrum, scala, spark",nan,cdd,,
manager,2023-01-21,puteaux,"agile, test, big data, outils, scrum, scala, spark",nan,cdd,,
développeur big data ,2022-11-26,fontenay sous bois,"python, agile, test, big data, validation, support, java, scala, web, cloud, c#",nan,cdi,,
manager,2023-01-21,paris,"python, sql, acquisition, nlp",nan,cdd,,
manager,2023-01-24,boulogne billancourt,"outils, marketing, scala, spark",nan,cdd,,
data protection officer,2022-12-29,neuilly sur seine,"outils, communication, git, excel",nan,cdi,,
data scientist,2023-01-24,melun,"python, outils, bases de données, support, spark, keras",nan,cdi,,
pilote opérations infrastructures data center  ,2023-01-24,malakoff,git,nan,cdi,,
data analyst,2023-01-11,lisses,"sql, agile, test, recette, communication, support, excel",martin brower,cdd,,
responsable,2023-01-21,malakoff,"communication, git, serveur, sécurité, excel, ios",nan,cdi,,
data scientist,2022-11-21,maisons alfort,"python, communication, intelligence artificielle, machine learning, git, bases de données, sap, excel",nan,cdi,,
data analyst,2023-01-07,paris,"outils, saas, sécurité",nan,cdi,,
data engineer,2022-11-17,meudon,"python, big data, machine learning, java, réseaux, scala, tableau, spark, tensorflow",nan,cdi,,
chef de projet,2022-11-17,meudon,"recette, marketing, support, réseaux, sécurité",nan,cdi,,
data designer it,2022-11-17,fontenay sous bois,"big data, outils, data management, business intelligence, git, support, c#, spark",nan,cdi,,
service officer master data ,2022-11-17,,"agile, test, excel",nan,nan,,
data analyst,2023-01-12,courbevoie,"sql, big data, outils, communication, data management, git, support, excel",nan,cdi,,
data engineer,2023-01-12,moissy cramayel,"python, outils, data management, machine learning, bases de données, support, sap, power bi, ios",nan,cdi,,
data scientist,2022-12-30,paris,"python, agile, test, machine learning, git, cloud, tableau, nlp, keras",nan,cdi,,
consultant,2022-11-09,paris,"python, agile, outils, sas, excel",optimind,cdi,,
chef  cheffe de projet data    cenpac ,2023-01-24,roissy en france,"sql, marketing, sas, power bi, tableau, excel, ios",cenpac,cdi,,
chef  cheffe de projet data    cenpac ,2023-01-24,roissy en france,"sql, marketing, sas, power bi, tableau, excel, ios",cenpac,cdi,,
data analyst,2023-01-07,plaisir,"outils, validation, support, tableau, moa",nan,cdi,,
data scientist,2023-01-05,clichy,"python, sql, big data, outils, marketing, machine learning, git, tableau",nan,cdi,,
manager,2023-01-24,paris,"python, sql, big data, hadoop, saas, acquisition, cloud, ios, spark",nan,cdi,,
data analyst,2022-12-31,plaisir,"outils, validation, git, support, tableau, moa",nan,cdi,,
data scientist,2022-12-31,plaisir,"git, support, cloud, etl",nan,cdi,,
manager,2023-01-10,colombes,"outils, communication, git, power bi, sécurité",nan,cdi,,
data engineer,2022-11-18,hauts de seine,"agile, test, outils, devops",dalkia recrutement,profession libérale,,
manager,2023-01-17,ile de france,"outils, marketing, git, salesforce",nan,cdi,,
manager,2022-12-26,paris,"test, machine learning, sécurité, excel, ios",nan,intérim,,
data scientist,2022-12-26,courbevoie,"python, sql, agile, machine learning, bases de données, support, devops, spark, nlp",nan,cdd,,
consultant,2023-01-04,st cloud,"test, communication, validation, git, ios",kapela,cdi,,
manager,2023-01-07,paris,"sql, outils, hadoop, support, scala, web, cloud, sécurité, crm, spark",nan,cdi,,
data product owner    informatique de gestion ,2023-01-25,neuilly sur seine,"agile, git, support, cloud",jcdecaux,cdi,,
datascientist  conformite et controle interne  ,2022-11-12,paris,"machine learning, support, sas, moa, sécurité",pôle emploi - direction generale pe,cdi,,
manager,2023-01-02,boulogne billancourt,"communication, marketing, data management, web, tableau",nan,cdi,,
cheffe de projet  programme data  intelligence artificielle  ,2023-01-04,magny les hameaux,"communication, intelligence artificielle, support",nan,cdi,,
data scientist,2022-12-22,val d oise,"outils, communication, intelligence artificielle, c++",nan,cdi,,
data scientist,2023-01-21,magny les hameaux,"python, sql, nosql, machine learning, git, support, tableau",nan,cdi,,
data scientist,2023-01-21,magny les hameaux,"python, sql, intelligence artificielle, nosql, machine learning, git, excel",nan,cdi,,
data scientist,2023-01-21,magny les hameaux,"python, sql, intelligence artificielle, nosql, machine learning, git, excel",nan,cdi,,
pilote de projet digitalisation et data steward csc du center support clients  ,2023-01-12,melun,"git, support, tableau, excel",nan,intérim,,
manager,2023-01-12,plaisir,"agile, outils, data management, support",nan,cdi,,
manager,2023-01-07,paris,"python, sql, outils, machine learning",nan,cdi,,
data analyst,2023-01-24,melun,"outils, communication, support",nan,cdi,,
support client : data steward données continues et coût de transmission  ,2023-01-17,melun,"python, outils, communication, support, spark",nan,cdi,,
chef de projet,2023-01-24,magny les hameaux,"outils, communication, git, support, excel",nan,cdi,,
tech lead access management ,2023-01-25,fontenay sous bois,"agile, git, sécurité",nan,cdi,,
adjoint·e au délégué à la protection des données ,2023-01-21,,"communication, support",nan,nan,,
consultant,2023-01-18,bezons,"big data, git, cloud, sécurité, ios",atos,cdi,,
manager,2023-01-17,massy,"sql, outils, communication, réseaux, sap, ios",nan,cdi,,
manager,2023-01-17,paris,"agile, test, marketing, git, acquisition, seo",nan,cdi,,
manager,2023-01-17,paris,"data management, git",nan,cdi,,
consultant,2023-01-17,paris,"sql, sas, tableau, excel",product development employeneurship,cdd,45000.0,60000.0
manager,2023-01-14,rueil malmaison,"sql, outils, bases de données, mysql, postgresql, tableau",nan,cdi,,
responsable,2023-01-14,les ulis,"outils, communication, support, excel",lfb,cdd,,
assistant simplification et digitalisation marchandises  ,2023-01-12,massy,"git, excel",nan,cdi,,
business analyst,2023-01-16,paris,"outils, excel",globe groupe,cdi,,
études et prospectives socioéconomiques,2023-01-07,ivry sur seine,"python, sql, agile, machine learning, git, web, cloud, nlp",nan,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdd,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdd,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,intérim,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdd,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdd,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdd,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
consultant,2023-01-04,paris,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark",consortia,cdi,,
